fips,avg_wkly_wage,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,ind,own,size,qtr,year
01000,1135,44,4.0,10,2,0,2,2021
01001,934,133,16.6,10,2,0,2,2021
01003,846,62,7.9,10,2,0,2,2021
01005,882,29,3.4,10,2,0,2,2021
01007,981,28,2.9,10,2,0,2,2021
01009,785,44,5.9,10,2,0,2,2021
01011,1012,9,0.9,10,2,0,2,2021
01013,962,24,2.6,10,2,0,2,2021
01015,1043,4,0.4,10,2,0,2,2021
01017,800,22,2.8,10,2,0,2,2021
01019,862,-34,-3.8,10,2,0,2,2021
01021,908,-5,-0.5,10,2,0,2,2021
01023,667,86,14.8,10,2,0,2,2021
01025,986,85,9.4,10,2,0,2,2021
01027,751,50,7.1,10,2,0,2,2021
01029,640,60,10.3,10,2,0,2,2021
01031,868,19,2.2,10,2,0,2,2021
01033,810,-1,-0.1,10,2,0,2,2021
01035,949,45,5.0,10,2,0,2,2021
01037,624,31,5.2,10,2,0,2,2021
01039,976,69,7.6,10,2,0,2,2021
01041,912,27,3.1,10,2,0,2,2021
01043,886,24,2.8,10,2,0,2,2021
01045,972,75,8.4,10,2,0,2,2021
01047,865,-70,-7.5,10,2,0,2,2021
01049,772,21,2.8,10,2,0,2,2021
01051,1038,54,5.5,10,2,0,2,2021
01053,981,120,13.9,10,2,0,2,2021
01055,861,39,4.7,10,2,0,2,2021
01057,718,40,5.9,10,2,0,2,2021
01059,812,17,2.1,10,2,0,2,2021
01061,764,14,1.9,10,2,0,2,2021
01063,718,16,2.3,10,2,0,2,2021
01065,841,68,8.8,10,2,0,2,2021
01067,831,-35,-4.0,10,2,0,2,2021
01069,923,33,3.7,10,2,0,2,2021
01071,901,40,4.6,10,2,0,2,2021
01073,1213,42,3.6,10,2,0,2,2021
01075,735,23,3.2,10,2,0,2,2021
01077,998,-20,-2.0,10,2,0,2,2021
01079,853,39,4.8,10,2,0,2,2021
01081,1331,44,3.4,10,2,0,2,2021
01083,973,38,4.1,10,2,0,2,2021
01085,991,22,2.3,10,2,0,2,2021
01087,1117,29,2.7,10,2,0,2,2021
01089,1294,35,2.8,10,2,0,2,2021
