fips,avg_wkly_wage,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,ind,own,size,qtr,year
01000,949,51,5.7,10,3,0,3,2021
01001,907,75,9.0,10,3,0,3,2021
01003,921,36,4.1,10,3,0,3,2021
01005,796,57,7.7,10,3,0,3,2021
01007,754,-5,-0.7,10,3,0,3,2021
01009,803,46,6.1,10,3,0,3,2021
01011,807,42,5.5,10,3,0,3,2021
01013,806,37,4.8,10,3,0,3,2021
01015,905,35,4.0,10,3,0,3,2021
01017,857,4,0.5,10,3,0,3,2021
01019,839,78,10.2,10,3,0,3,2021
01021,786,14,1.8,10,3,0,3,2021
01023,747,39,5.5,10,3,0,3,2021
01025,823,75,10.0,10,3,0,3,2021
01027,669,-30,-4.3,10,3,0,3,2021
01029,792,51,6.9,10,3,0,3,2021
01031,847,60,7.6,10,3,0,3,2021
01033,996,50,5.3,10,3,0,3,2021
01035,735,25,3.5,10,3,0,3,2021
01037,643,1,0.2,10,3,0,3,2021
01039,804,63,8.5,10,3,0,3,2021
01041,695,12,1.8,10,3,0,3,2021
01043,811,67,9.0,10,3,0,3,2021
01045,814,60,8.0,10,3,0,3,2021
01047,748,49,7.0,10,3,0,3,2021
01049,928,31,3.5,10,3,0,3,2021
01051,791,55,7.5,10,3,0,3,2021
01053,896,17,1.9,10,3,0,3,2021
01055,819,11,1.4,10,3,0,3,2021
01057,747,52,7.5,10,3,0,3,2021
01059,832,9,1.1,10,3,0,3,2021
01061,716,66,10.2,10,3,0,3,2021
01063,800,71,9.7,10,3,0,3,2021
01065,829,138,20.0,10,3,0,3,2021
01067,766,72,10.4,10,3,0,3,2021
01069,986,38,4.0,10,3,0,3,2021
01071,837,55,7.0,10,3,0,3,2021
01073,1093,45,4.3,10,3,0,3,2021
01075,746,26,3.6,10,3,0,3,2021
01077,845,-6,-0.7,10,3,0,3,2021
01079,773,0,0.0,10,3,0,3,2021
01081,983,53,5.7,10,3,0,3,2021
01083,939,50,5.6,10,3,0,3,2021
01085,755,13,1.8,10,3,0,3,2021
01087,865,52,6.4,10,3,0,3,2021
01089,1162,36,3.2,10,3,0,3,2021
01091,807,37,4.8,10,3,0,3,2021
01093,840,32,4.0,10,3,0,3,2021
01095,935,45,5.1,10,3,0,3,2021
01097,942,122,14.9,10,3,0,3,2021
01099,826,116,16.3,10,3,0,3,2021
01101,1005,78,8.4,10,3,0,3,2021
01103,958,41,4.5,10,3,0,3,2021
01105,720,59,8.9,10,3,0,3,2021
01107,750,22,3.0,10,3,0,3,2021
01109,0,0,0,10,3,0,3,2021
01111,806,67,9.1,10,3,0,3,2021
01113,855,36,4.4,10,3,0,3,2021
01115,855,45,5.6,10,3,0,3,2021
01117,921,18,2.0,10,3,0,3,2021
01119,747,66,9.7,10,3,0,3,2021
01121,822,33,4.2,10,3,0,3,2021
01123,826,50,6.4,10,3,0,3,2021
01125,1023,99,10.7,10,3,0,3,2021
01127,805,36,4.7,10,3,0,3,2021
01129,744,57,8.3,10,3,0,3,2021
01131,750,58,8.4,10,3,0,3,2021
01133,731,26,3.7,10,3,0,3,2021
01999,0,0,0,10,3,0,3,2021
02000,1062,11,1.0,10,3,0,3,2021
02013,860,35,4.2,10,3,0,3,2021
02016,1189,129,12.2,10,3,0,3,2021
02020,0,0,0,10,3,0,3,2021
02050,726,8,1.1,10,3,0,3,2021
02060,1415,-77,-5.2,10,3,0,3,2021
02063,1227,0,0.0,10,3,0,3,2021
02066,758,-45,-5.6,10,3,0,3,2021
02068,962,59,6.5,10,3,0,3,2021
02070,835,29,3.6,10,3,0,3,2021
02090,1029,11,1.1,10,3,0,3,2021
02100,798,14,1.8,10,3,0,3,2021
02105,584,-25,-4.1,10,3,0,3,2021
02110,1240,55,4.6,10,3,0,3,2021
02122,1132,4,0.4,10,3,0,3,2021
02130,1108,69,6.6,10,3,0,3,2021
02150,923,-24,-2.5,10,3,0,3,2021
02158,605,-46,-7.1,10,3,0,3,2021
02164,0,0,0,10,3,0,3,2021
02170,1140,72,6.7,10,3,0,3,2021
02180,877,-38,-4.2,10,3,0,3,2021
02185,1251,52,4.3,10,3,0,3,2021
02188,972,15,1.6,10,3,0,3,2021
02195,1065,60,6.0,10,3,0,3,2021
02198,917,54,6.3,10,3,0,3,2021
02220,1136,-12,-1.0,10,3,0,3,2021
02230,0,0,0,10,3,0,3,2021
02240,912,123,15.6,10,3,0,3,2021
02275,671,-65,-8.8,10,3,0,3,2021
02282,0,0,0,10,3,0,3,2021
02290,676,-11,-1.6,10,3,0,3,2021
04000,1105,67,6.5,10,3,0,3,2021
04001,877,-43,-4.7,10,3,0,3,2021
04003,843,39,4.9,10,3,0,3,2021
04005,1140,91,8.7,10,3,0,3,2021
04007,921,42,4.8,10,3,0,3,2021
04009,791,-11,-1.4,10,3,0,3,2021
04011,735,69,10.4,10,3,0,3,2021
04012,869,74,9.3,10,3,0,3,2021
04013,1248,83,7.1,10,3,0,3,2021
04015,871,27,3.2,10,3,0,3,2021
04017,744,-57,-7.1,10,3,0,3,2021
04019,959,104,12.2,10,3,0,3,2021
04021,963,28,3.0,10,3,0,3,2021
04023,850,33,4.0,10,3,0,3,2021
04025,963,45,4.9,10,3,0,3,2021
04027,805,27,3.5,10,3,0,3,2021
04999,1077,152,16.4,10,3,0,3,2021
05000,765,32,4.4,10,3,0,3,2021
05001,687,16,2.4,10,3,0,3,2021
05003,627,51,8.9,10,3,0,3,2021
05005,693,60,9.5,10,3,0,3,2021
05007,848,32,3.9,10,3,0,3,2021
05009,819,62,8.2,10,3,0,3,2021
05011,737,117,18.9,10,3,0,3,2021
05013,548,0,0,10,3,0,3,2021
05015,642,16,2.6,10,3,0,3,2021
05017,634,13,2.1,10,3,0,3,2021
05019,633,11,1.8,10,3,0,3,2021
05021,621,10,1.6,10,3,0,3,2021
05023,630,45,7.7,10,3,0,3,2021
05025,703,76,12.1,10,3,0,3,2021
05027,652,-101,-13.4,10,3,0,3,2021
05029,847,110,14.9,10,3,0,3,2021
05031,809,7,0.9,10,3,0,3,2021
05033,711,-7,-1.0,10,3,0,3,2021
05035,794,28,3.7,10,3,0,3,2021
05037,733,14,1.9,10,3,0,3,2021
05039,575,166,40.6,10,3,0,3,2021
05041,715,24,3.5,10,3,0,3,2021
05043,666,-15,-2.2,10,3,0,3,2021
05045,840,15,1.8,10,3,0,3,2021
05047,717,24,3.5,10,3,0,3,2021
05049,568,39,7.4,10,3,0,3,2021
05051,976,19,2.0,10,3,0,3,2021
05053,818,50,6.5,10,3,0,3,2021
05055,749,34,4.8,10,3,0,3,2021
05057,690,15,2.2,10,3,0,3,2021
05059,635,76,13.6,10,3,0,3,2021
05061,602,39,6.9,10,3,0,3,2021
05063,678,58,9.4,10,3,0,3,2021
05065,652,23,3.7,10,3,0,3,2021
05067,655,68,11.6,10,3,0,3,2021
05069,697,36,5.4,10,3,0,3,2021
05071,656,21,3.3,10,3,0,3,2021
05073,522,63,13.7,10,3,0,3,2021
05075,656,64,10.8,10,3,0,3,2021
05077,0,0,0,10,3,0,3,2021
05079,740,117,18.8,10,3,0,3,2021
05081,673,-39,-5.5,10,3,0,3,2021
05083,592,21,3.7,10,3,0,3,2021
05085,665,88,15.3,10,3,0,3,2021
05087,745,87,13.2,10,3,0,3,2021
05089,593,19,3.3,10,3,0,3,2021
05091,844,70,9.0,10,3,0,3,2021
05093,714,45,6.7,10,3,0,3,2021
05095,577,31,5.7,10,3,0,3,2021
05097,630,93,17.3,10,3,0,3,2021
05099,443,19,4.5,10,3,0,3,2021
05101,584,0,0,10,3,0,3,2021
05103,637,109,20.6,10,3,0,3,2021
05105,621,36,6.2,10,3,0,3,2021
05107,608,44,7.8,10,3,0,3,2021
05109,584,78,15.4,10,3,0,3,2021
05111,677,33,5.1,10,3,0,3,2021
05113,572,-41,-6.7,10,3,0,3,2021
05115,725,-35,-4.6,10,3,0,3,2021
05117,705,91,14.8,10,3,0,3,2021
05119,976,63,6.9,10,3,0,3,2021
05121,510,-9,-1.7,10,3,0,3,2021
05123,718,105,17.1,10,3,0,3,2021
05125,807,27,3.5,10,3,0,3,2021
05127,641,28,4.6,10,3,0,3,2021
05129,535,12,2.3,10,3,0,3,2021
05131,754,17,2.3,10,3,0,3,2021
05133,639,45,7.6,10,3,0,3,2021
05135,569,14,2.5,10,3,0,3,2021
05137,652,16,2.5,10,3,0,3,2021
05139,655,6,0.9,10,3,0,3,2021
05141,583,13,2.3,10,3,0,3,2021
05143,810,-1,-0.1,10,3,0,3,2021
05145,704,-9,-1.3,10,3,0,3,2021
05147,652,-168,-20.5,10,3,0,3,2021
05149,725,69,10.5,10,3,0,3,2021
05999,0,0,0,10,3,0,3,2021
06000,1459,18,1.2,10,3,0,3,2021
06001,1754,-10,-0.6,10,3,0,3,2021
06003,0,0,0,10,3,0,3,2021
06005,1096,150,15.9,10,3,0,3,2021
06007,1101,-4,-0.4,10,3,0,3,2021
06009,1188,31,2.7,10,3,0,3,2021
06011,1037,8,0.8,10,3,0,3,2021
06013,1556,-5,-0.3,10,3,0,3,2021
06015,919,124,15.6,10,3,0,3,2021
06017,1258,-20,-1.6,10,3,0,3,2021
06019,1128,18,1.6,10,3,0,3,2021
06021,1073,29,2.8,10,3,0,3,2021
06023,1008,70,7.5,10,3,0,3,2021
06025,1194,21,1.8,10,3,0,3,2021
06027,1088,-2,-0.2,10,3,0,3,2021
06029,1170,13,1.1,10,3,0,3,2021
06031,1165,24,2.1,10,3,0,3,2021
06033,1050,55,5.5,10,3,0,3,2021
06035,995,39,4.1,10,3,0,3,2021
06037,1564,-8,-0.5,10,3,0,3,2021
06039,1105,20,1.8,10,3,0,3,2021
06041,1696,-75,-4.2,10,3,0,3,2021
06043,1182,21,1.8,10,3,0,3,2021
06045,1086,44,4.2,10,3,0,3,2021
06047,1205,75,6.6,10,3,0,3,2021
06049,950,65,7.3,10,3,0,3,2021
06051,1312,59,4.7,10,3,0,3,2021
06053,1457,11,0.8,10,3,0,3,2021
06055,1515,49,3.3,10,3,0,3,2021
06057,1417,30,2.2,10,3,0,3,2021
06059,1382,8,0.6,10,3,0,3,2021
06061,1407,25,1.8,10,3,0,3,2021
06063,1091,7,0.6,10,3,0,3,2021
06065,1330,10,0.8,10,3,0,3,2021
06067,1409,29,2.1,10,3,0,3,2021
06069,1259,-90,-6.7,10,3,0,3,2021
06071,1249,16,1.3,10,3,0,3,2021
06073,1391,52,3.9,10,3,0,3,2021
06075,2234,104,4.9,10,3,0,3,2021
06077,1377,61,4.6,10,3,0,3,2021
06079,1252,-34,-2.6,10,3,0,3,2021
06081,1809,65,3.7,10,3,0,3,2021
06083,0,0,0,10,3,0,3,2021
06085,1844,65,3.7,10,3,0,3,2021
06087,0,0,0,10,3,0,3,2021
06089,1153,73,6.8,10,3,0,3,2021
