fips,avg_wkly_wage,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,ind,own,size,qtr,year
01000,1081,31,3.0,10,8,0,2,2021
02000,1363,22,1.6,10,8,0,2,2021
04000,1235,42,3.5,10,8,0,2,2021
05000,1047,59,6.0,10,8,0,2,2021
06000,1526,34,2.3,10,8,0,2,2021
08000,1199,29,2.5,10,8,0,2,2021
09000,1438,19,1.3,10,8,0,2,2021
10000,1092,-47,-4.1,10,8,0,2,2021
11000,2388,88,3.8,10,8,0,2,2021
12000,1219,39,3.3,10,8,0,2,2021
13000,1100,65,6.3,10,8,0,2,2021
15000,1351,-4,-0.3,10,8,0,2,2021
16000,940,26,2.8,10,8,0,2,2021
17000,1254,8,0.6,10,8,0,2,2021
18000,985,17,1.8,10,8,0,2,2021
19000,1041,-9,-0.9,10,8,0,2,2021
20000,946,8,0.9,10,8,0,2,2021
21000,1110,47,4.4,10,8,0,2,2021
22000,1010,34,3.5,10,8,0,2,2021
23000,1058,16,1.5,10,8,0,2,2021
24000,1602,34,2.2,10,8,0,2,2021
25000,1528,16,1.1,10,8,0,2,2021
26000,1181,32,2.8,10,8,0,2,2021
27000,1218,13,1.1,10,8,0,2,2021
28000,913,26,2.9,10,8,0,2,2021
29000,1061,10,1.0,10,8,0,2,2021
30000,1112,32,3.0,10,8,0,2,2021
31000,1014,4,0.4,10,8,0,2,2021
32000,1249,17,1.4,10,8,0,2,2021
33000,1196,-7,-0.6,10,8,0,2,2021
34000,1455,-7,-0.5,10,8,0,2,2021
35000,1164,49,4.4,10,8,0,2,2021
36000,1623,81,5.3,10,8,0,2,2021
37000,1071,30,2.9,10,8,0,2,2021
38000,1073,-23,-2.1,10,8,0,2,2021
39000,1152,38,3.4,10,8,0,2,2021
40000,1071,39,3.8,10,8,0,2,2021
41000,1370,59,4.5,10,8,0,2,2021
42000,1247,10,0.8,10,8,0,2,2021
44000,1508,17,1.1,10,8,0,2,2021
45000,1052,54,5.4,10,8,0,2,2021
46000,926,-11,-1.2,10,8,0,2,2021
47000,1084,48,4.6,10,8,0,2,2021
48000,1133,22,2.0,10,8,0,2,2021
49000,1048,9,0.9,10,8,0,2,2021
50000,1211,21,1.8,10,8,0,2,2021
51000,1283,36,2.9,10,8,0,2,2021
53000,1424,50,3.6,10,8,0,2,2021
54000,1098,12,1.1,10,8,0,2,2021
55000,1092,-11,-1.0,10,8,0,2,2021
56000,1066,-5,-0.5,10,8,0,2,2021
72000,638,-6,-0.9,10,8,0,2,2021
78000,1128,77,7.3,10,8,0,2,2021
US000,1268,31,2.5,10,8,0,2,2021
